,YEAR,MONTH,STATE,energy,energy_2019,change,month_year,state,state_name,population
826,2021,5,HI,767934,821538,-0.06524835126311869,May 2021,Hawaii,Hawaii,-1455271.0
845,2021,5,NH,1474290,1266969,0.1636354164940105,May 2021,New Hampshire,New Hampshire,-1377529.0
836,2021,5,ME,836261,904606,-0.07555222936836589,May 2021,Maine,Maine,-1362359.0
854,2021,5,RI,509810,613312,-0.168759130752374,May 2021,Rhode Island,Rhode Island,-1097379.0
841,2021,5,MT,1725649,1752406,-0.015268721974245694,May 2021,Montana,Montana,-1084225.0
823,2021,5,DE,260899,391285,-0.3332251427987273,May 2021,Delaware,Delaware,-989948.0
856,2021,5,SD,1473413,1445888,0.019036744201487252,May 2021,South Dakota,South Dakota,-886667.0
843,2021,5,ND,3092286,2887437,0.07094492451263872,May 2021,North Dakota,North Dakota,-779094.0
816,2021,5,AK,411868,515196,-0.20056056335841116,May 2021,Alaska,Alaska,-733391.0
862,2021,5,VT,178643,239471,-0.2540098801107441,May 2021,Vermont,Vermont,-643077.0
866,2021,5,WY,3230608,2470875,0.3074752870946527,May 2021,Wyoming,Wyoming,-576851.0
871,2021,6,CA,18455706,17939475,0.028776260174837892,Jun 2021,California,California,-39538223.0
909,2021,6,TX,46138204,43505437,0.06051581552898779,Jun 2021,Texas,Texas,-29145505.0
875,2021,6,FL,22634363,22923871,-0.012629106140058109,Jun 2021,Florida,Florida,-21538187.0
900,2021,6,NY,11208453,10778240,0.03991495828632504,Jun 2021,New York,New York,-20201249.0
904,2021,6,PA,21461637,18879585,0.1367642350189371,Jun 2021,Pennsylvania,Pennsylvania,-13002700.0
880,2021,6,IL,15854971,15003385,0.05675959125224075,Jun 2021,Illinois,Illinois,-12812508.0
901,2021,6,OH,10074032,10398879,-0.031238655628169153,Jun 2021,Ohio,Ohio,-11799448.0
876,2021,6,GA,12157319,11752996,0.034401696384479326,Jun 2021,Georgia,Georgia,-10711908.0
893,2021,6,NC,11744303,11553571,0.016508489020407628,Jun 2021,North Carolina,North Carolina,-10439388.0
888,2021,6,MI,10022070,9778766,0.02488084897419572,Jun 2021,Michigan,Michigan,-10077331.0
897,2021,6,NJ,5577251,5776390,-0.03447464592937804,Jun 2021,New Jersey,New Jersey,-9288994.0
912,2021,6,VA,8654345,9020859,-0.04062961188064241,Jun 2021,Virginia,Virginia,-8631393.0
914,2021,6,WA,9841108,9263435,0.06236056063436511,Jun 2021,Washington,Washington,-7705281.0
870,2021,6,AZ,10663539,10212233,0.04419268538036686,Jun 2021,Arizona,Arizona,-7151502.0
885,2021,6,MA,2027145,1382645,0.4661355590191264,Jun 2021,Massachusetts,Massachusetts,-7029917.0
908,2021,6,TN,7697014,6803876,0.13126900019929816,Jun 2021,Tennessee,Tennessee,-6910840.0
881,2021,6,IN,8701266,7314295,0.18962470067176673,Jun 2021,Indiana,Indiana,-6785528.0
886,2021,6,MD,3297206,3177388,0.037709590393115354,Jun 2021,Maryland,Maryland,-6177224.0
890,2021,6,MO,6773776,6342112,0.06806313102007659,Jun 2021,Missouri,Missouri,-6154913.0
915,2021,6,WI,6169424,4833697,0.27633651840402906,Jun 2021,Wisconsin,Wisconsin,-5893718.0
872,2021,6,CO,5034219,4234214,0.1889382539474859,Jun 2021,Colorado,Colorado,-5773714.0
889,2021,6,MN,5232926,5075829,0.030950018213773554,Jun 2021,Minnesota,Minnesota,-5706494.0
906,2021,6,SC,9008912,8763932,0.027953206391834167,Jun 2021,South Carolina,South Carolina,-5118425.0
868,2021,6,AL,12168086,12625519,-0.03623082742182717,Jun 2021,Alabama,Alabama,-5024279.0
884,2021,6,LA,8775987,9408418,-0.06721969623373451,Jun 2021,Louisiana,Louisiana,-4657757.0
883,2021,6,KY,6627032,6330683,0.046811536764674526,Jun 2021,Kentucky,Kentucky,-4505836.0
903,2021,6,OR,4953516,5087871,-0.02640691951505846,Jun 2021,Oregon,Oregon,-4237256.0
902,2021,6,OK,6999511,7339869,-0.04637112733210906,Jun 2021,Oklahoma,Oklahoma,-3959353.0
873,2021,6,CT,3723078,3407029,0.09276381269428584,Jun 2021,Connecticut,Connecticut,-3605944.0
911,2021,6,UT,4111004,2924098,0.4059050004480014,Jun 2021,Utah,Utah,-3271616.0
878,2021,6,IA,5731994,4940767,0.1601425446696839,Jun 2021,Iowa,Iowa,-3190369.0
899,2021,6,NV,4290684,3598094,0.19248802282541813,Jun 2021,Nevada,Nevada,-3104614.0
869,2021,6,AR,5762166,5442809,0.05867503342483633,Jun 2021,Arkansas,Arkansas,-3011524.0
891,2021,6,MS,6242157,5514852,0.13188114567716414,Jun 2021,Mississippi,Mississippi,-2961279.0
882,2021,6,KS,4937564,4111846,0.20081442738857438,Jun 2021,Kansas,Kansas,-2937880.0
898,2021,6,NM,3347910,2956086,0.13254824115401243,Jun 2021,New Mexico,New Mexico,-2117522.0
895,2021,6,NE,3543641,3146454,0.12623321364304071,Jun 2021,Nebraska,Nebraska,-1961504.0
879,2021,6,ID,1603665,1530254,0.04797308159299044,Jun 2021,Idaho,Idaho,-1839106.0
916,2021,6,WV,6865669,5517811,0.2442740427318007,Jun 2021,West Virginia,West Virginia,-1793716.0
877,2021,6,HI,777446,823320,-0.05571831122771219,Jun 2021,Hawaii,Hawaii,-1455271.0
896,2021,6,NH,1644093,1526793,0.07682770355902863,Jun 2021,New Hampshire,New Hampshire,-1377529.0
887,2021,6,ME,886963,787795,0.1258804638262492,Jun 2021,Maine,Maine,-1362359.0
905,2021,6,RI,743697,611615,0.21595611618420085,Jun 2021,Rhode Island,Rhode Island,-1097379.0
892,2021,6,MT,1910217,2048648,-0.06757188155310234,Jun 2021,Montana,Montana,-1084225.0
874,2021,6,DE,469019,445745,0.052213709632188805,Jun 2021,Delaware,Delaware,-989948.0
907,2021,6,SD,1574675,1333749,0.1806381860455003,Jun 2021,South Dakota,South Dakota,-886667.0
894,2021,6,ND,3165979,3035677,0.04292353896676095,Jun 2021,North Dakota,North Dakota,-779094.0
867,2021,6,AK,531229,474408,0.1197724321680916,Jun 2021,Alaska,Alaska,-733391.0
913,2021,6,VT,179194,176945,0.012710164175308711,Jun 2021,Vermont,Vermont,-643077.0
917,2021,6,WY,3654337,3050239,0.19804939875203223,Jun 2021,Wyoming,Wyoming,-576851.0
922,2021,7,CA,21896497,20917461,0.046804724531337716,Jul 2021,California,California,-39538223.0
960,2021,7,TX,48052011,48793156,-0.015189527810006797,Jul 2021,Texas,Texas,-29145505.0
926,2021,7,FL,24506251,24370144,0.00558498956756267,Jul 2021,Florida,Florida,-21538187.0
951,2021,7,NY,11926906,13925322,-0.14350950017529218,Jul 2021,New York,New York,-20201249.0
955,2021,7,PA,23289777,22728918,0.024676009654309106,Jul 2021,Pennsylvania,Pennsylvania,-13002700.0
931,2021,7,IL,16759198,17389556,-0.03624922913500494,Jul 2021,Illinois,Illinois,-12812508.0
952,2021,7,OH,11847054,10886225,0.08826099038004451,Jul 2021,Ohio,Ohio,-11799448.0
927,2021,7,GA,12587908,12769830,-0.014246235071257801,Jul 2021,Georgia,Georgia,-10711908.0
944,2021,7,NC,13183038,13643750,-0.03376725606962895,Jul 2021,North Carolina,North Carolina,-10439388.0
939,2021,7,MI,10400344,11298358,-0.07948181496815732,Jul 2021,Michigan,Michigan,-10077331.0
948,2021,7,NJ,6297014,7532864,-0.16406110610784955,Jul 2021,New Jersey,New Jersey,-9288994.0
963,2021,7,VA,9714476,10342197,-0.060695130831485804,Jul 2021,Virginia,Virginia,-8631393.0
965,2021,7,WA,9753940,9932118,-0.017939577439575326,Jul 2021,Washington,Washington,-7705281.0
921,2021,7,AZ,11713254,12149699,-0.03592228910362306,Jul 2021,Arizona,Arizona,-7151502.0
936,2021,7,MA,2010226,2740490,-0.26647205426766746,Jul 2021,Massachusetts,Massachusetts,-7029917.0
959,2021,7,TN,8209591,8467270,-0.03043235895394856,Jul 2021,Tennessee,Tennessee,-6910840.0
932,2021,7,IN,9529990,10138100,-0.059982639745119894,Jul 2021,Indiana,Indiana,-6785528.0
937,2021,7,MD,3894731,4088854,-0.047476138790966856,Jul 2021,Maryland,Maryland,-6177224.0
941,2021,7,MO,7244060,7664515,-0.05485735235693322,Jul 2021,Missouri,Missouri,-6154913.0
966,2021,7,WI,6834559,5844091,0.16948196049650835,Jul 2021,Wisconsin,Wisconsin,-5893718.0
923,2021,7,CO,5595900,5302058,0.05542036695939577,Jul 2021,Colorado,Colorado,-5773714.0
940,2021,7,MN,5919745,5566954,0.06337235766632884,Jul 2021,Minnesota,Minnesota,-5706494.0
957,2021,7,SC,9711243,9537844,0.018180104434503228,Jul 2021,South Carolina,South Carolina,-5118425.0
919,2021,7,AL,13639500,13501484,0.010222283713405134,Jul 2021,Alabama,Alabama,-5024279.0
935,2021,7,LA,10015588,10235383,-0.021474037659362625,Jul 2021,Louisiana,Louisiana,-4657757.0
934,2021,7,KY,7154953,7132620,0.003131107503273692,Jul 2021,Kentucky,Kentucky,-4505836.0
954,2021,7,OR,5145552,5476132,-0.060367427227831616,Jul 2021,Oregon,Oregon,-4237256.0
953,2021,7,OK,7643202,8905429,-0.14173679897958874,Jul 2021,Oklahoma,Oklahoma,-3959353.0
924,2021,7,CT,4050557,4115602,-0.015804492271118537,Jul 2021,Connecticut,Connecticut,-3605944.0
962,2021,7,UT,4550963,3688353,0.23387403537568124,Jul 2021,Utah,Utah,-3271616.0
929,2021,7,IA,5721065,5857532,-0.0232976960262445,Jul 2021,Iowa,Iowa,-3190369.0
950,2021,7,NV,4679465,4240310,0.1035667203577097,Jul 2021,Nevada,Nevada,-3104614.0
920,2021,7,AR,6471591,6056266,0.06857773420123885,Jul 2021,Arkansas,Arkansas,-3011524.0
942,2021,7,MS,6835424,7058567,-0.031613073871792956,Jul 2021,Mississippi,Mississippi,-2961279.0
933,2021,7,KS,5374995,4834190,0.11187086150937385,Jul 2021,Kansas,Kansas,-2937880.0
949,2021,7,NM,3052255,3410063,-0.1049270937223154,Jul 2021,New Mexico,New Mexico,-2117522.0
946,2021,7,NE,3887400,3501830,0.1101052878066611,Jul 2021,Nebraska,Nebraska,-1961504.0
930,2021,7,ID,1454764,1877937,-0.22533929519467372,Jul 2021,Idaho,Idaho,-1839106.0
967,2021,7,WV,7041792,7053471,-0.0016557805369866836,Jul 2021,West Virginia,West Virginia,-1793716.0
928,2021,7,HI,810071,858697,-0.056627657951524225,Jul 2021,Hawaii,Hawaii,-1455271.0
947,2021,7,NH,1719993,1777152,-0.03216325896715644,Jul 2021,New Hampshire,New Hampshire,-1377529.0
938,2021,7,ME,834441,845428,-0.012995784383767748,Jul 2021,Maine,Maine,-1362359.0
956,2021,7,RI,876092,956249,-0.08382440138499492,Jul 2021,Rhode Island,Rhode Island,-1097379.0
943,2021,7,MT,2083080,2604493,-0.2001975048502722,Jul 2021,Montana,Montana,-1084225.0
925,2021,7,DE,568263,948958,-0.4011716008506172,Jul 2021,Delaware,Delaware,-989948.0
958,2021,7,SD,1542200,1112818,0.3858510556083744,Jul 2021,South Dakota,South Dakota,-886667.0
945,2021,7,ND,3735957,3455609,0.08112839155124321,Jul 2021,North Dakota,North Dakota,-779094.0
918,2021,7,AK,559863,503966,0.11091422834080077,Jul 2021,Alaska,Alaska,-733391.0
964,2021,7,VT,177832,157522,0.12893437107197725,Jul 2021,Vermont,Vermont,-643077.0
968,2021,7,WY,4136042,3762726,0.09921423988884655,Jul 2021,Wyoming,Wyoming,-576851.0
973,2021,8,CA,20621990,21776209,-0.05300367019805881,Aug 2021,California,California,-39538223.0
1011,2021,8,TX,50496031,51055346,-0.010955072168152577,Aug 2021,Texas,Texas,-29145505.0
977,2021,8,FL,25362192,24361052,0.041095926399237606,Aug 2021,Florida,Florida,-21538187.0
1002,2021,8,NY,12932433,12890254,0.0032721620535949097,Aug 2021,New York,New York,-20201249.0
1006,2021,8,PA,23303220,21603483,0.07867884081469641,Aug 2021,Pennsylvania,Pennsylvania,-13002700.0
982,2021,8,IL,17415138,15825331,0.1004596365156596,Aug 2021,Illinois,Illinois,-12812508.0
1003,2021,8,OH,12029956,10648213,0.1297629001223022,Aug 2021,Ohio,Ohio,-11799448.0
978,2021,8,GA,13215851,12567366,0.05160070932922619,Aug 2021,Georgia,Georgia,-10711908.0
995,2021,8,NC,13514298,13294040,0.01656817641589765,Aug 2021,North Carolina,North Carolina,-10439388.0
990,2021,8,MI,10988972,10838601,0.013873653989108004,Aug 2021,Michigan,Michigan,-10077331.0
999,2021,8,NJ,6632654,7003753,-0.05298573493382762,Aug 2021,New Jersey,New Jersey,-9288994.0
1014,2021,8,VA,9673312,9969493,-0.029708732430024275,Aug 2021,Virginia,Virginia,-8631393.0
1016,2021,8,WA,9334805,9966218,-0.06335532696555504,Aug 2021,Washington,Washington,-7705281.0
972,2021,8,AZ,11497748,12357363,-0.0695629803866731,Aug 2021,Arizona,Arizona,-7151502.0
987,2021,8,MA,2236164,2030526,0.10127326613892164,Aug 2021,Massachusetts,Massachusetts,-7029917.0
1010,2021,8,TN,8347770,8019627,0.04091748905528898,Aug 2021,Tennessee,Tennessee,-6910840.0
983,2021,8,IN,10134309,8581572,0.18093852734673788,Aug 2021,Indiana,Indiana,-6785528.0
988,2021,8,MD,3888537,3769568,0.031560380393721506,Aug 2021,Maryland,Maryland,-6177224.0
992,2021,8,MO,8271717,7404501,0.11712011383346427,Aug 2021,Missouri,Missouri,-6154913.0
1017,2021,8,WI,6868820,5818294,0.18055567491089314,Aug 2021,Wisconsin,Wisconsin,-5893718.0
974,2021,8,CO,5499501,5370397,0.024039935967489927,Aug 2021,Colorado,Colorado,-5773714.0
991,2021,8,MN,6213454,5191163,0.1969290889151429,Aug 2021,Minnesota,Minnesota,-5706494.0
1008,2021,8,SC,9278344,9035648,0.02685983340652491,Aug 2021,South Carolina,South Carolina,-5118425.0
970,2021,8,AL,13934294,13668436,0.019450506261286953,Aug 2021,Alabama,Alabama,-5024279.0
986,2021,8,LA,10155851,10052178,0.010313486291229622,Aug 2021,Louisiana,Louisiana,-4657757.0
985,2021,8,KY,7332974,7050433,0.040074276289130045,Aug 2021,Kentucky,Kentucky,-4505836.0
1005,2021,8,OR,5096463,5472985,-0.06879646116333225,Aug 2021,Oregon,Oregon,-4237256.0
1004,2021,8,OK,8761251,8916196,-0.017377926640464163,Aug 2021,Oklahoma,Oklahoma,-3959353.0
975,2021,8,CT,4253041,3852110,0.10408088034869202,Aug 2021,Connecticut,Connecticut,-3605944.0
1013,2021,8,UT,4397604,3790270,0.16023502283478486,Aug 2021,Utah,Utah,-3271616.0
980,2021,8,IA,5899681,5019040,0.17546004813669547,Aug 2021,Iowa,Iowa,-3190369.0
1001,2021,8,NV,4499802,4456360,0.009748314768106706,Aug 2021,Nevada,Nevada,-3104614.0
971,2021,8,AR,6639721,6500754,0.021377058722726626,Aug 2021,Arkansas,Arkansas,-3011524.0
993,2021,8,MS,6887763,7230780,-0.04743845062358418,Aug 2021,Mississippi,Mississippi,-2961279.0
984,2021,8,KS,5323327,4406197,0.20814548237402913,Aug 2021,Kansas,Kansas,-2937880.0
1000,2021,8,NM,3464814,3618888,-0.0425749567270388,Aug 2021,New Mexico,New Mexico,-2117522.0
997,2021,8,NE,3815905,3333431,0.14473795917779608,Aug 2021,Nebraska,Nebraska,-1961504.0
981,2021,8,ID,1431643,1816596,-0.2119089770097479,Aug 2021,Idaho,Idaho,-1839106.0
1018,2021,8,WV,7202146,6102421,0.18021126369354065,Aug 2021,West Virginia,West Virginia,-1793716.0
979,2021,8,HI,826844,906355,-0.08772611173326125,Aug 2021,Hawaii,Hawaii,-1455271.0
998,2021,8,NH,1770249,1673435,0.05785345711067356,Aug 2021,New Hampshire,New Hampshire,-1377529.0
989,2021,8,ME,925232,616155,0.501622156762503,Aug 2021,Maine,Maine,-1362359.0
1007,2021,8,RI,923228,989295,-0.06678190024209159,Aug 2021,Rhode Island,Rhode Island,-1097379.0
994,2021,8,MT,1976869,2777312,-0.28820780668502494,Aug 2021,Montana,Montana,-1084225.0
976,2021,8,DE,656793,751310,-0.12580293088072833,Aug 2021,Delaware,Delaware,-989948.0
1009,2021,8,SD,1655642,904213,0.831030962837296,Aug 2021,South Dakota,South Dakota,-886667.0
996,2021,8,ND,3767778,3627761,0.038595982480654045,Aug 2021,North Dakota,North Dakota,-779094.0
969,2021,8,AK,570560,488853,0.1671402241573643,Aug 2021,Alaska,Alaska,-733391.0
1015,2021,8,VT,178625,124442,0.43540765979331736,Aug 2021,Vermont,Vermont,-643077.0
1019,2021,8,WY,3823629,3857921,-0.008888725300492156,Aug 2021,Wyoming,Wyoming,-576851.0
1024,2021,9,CA,18068598,18268620,-0.010948938671886546,Sep 2021,California,California,-39538223.0
1062,2021,9,TX,44142122,45715086,-0.034407985145210054,Sep 2021,Texas,Texas,-29145505.0
1028,2021,9,FL,22507212,23299740,-0.03401445681368118,Sep 2021,Florida,Florida,-21538187.0
1053,2021,9,NY,10163025,11069478,-0.08188760120395921,Sep 2021,New York,New York,-20201249.0
1057,2021,9,PA,19957575,19150280,0.04215578048989362,Sep 2021,Pennsylvania,Pennsylvania,-13002700.0
1033,2021,9,IL,14609254,14433373,0.012185717087752115,Sep 2021,Illinois,Illinois,-12812508.0
1054,2021,9,OH,10372371,10075580,0.02945646801474456,Sep 2021,Ohio,Ohio,-11799448.0
1029,2021,9,GA,10194033,11791840,-0.13550107531988223,Sep 2021,Georgia,Georgia,-10711908.0
1046,2021,9,NC,10656387,11974573,-0.11008208810451947,Sep 2021,North Carolina,North Carolina,-10439388.0
1041,2021,9,MI,9300328,9561337,-0.027298378877347384,Sep 2021,Michigan,Michigan,-10077331.0
1050,2021,9,NJ,5455851,6113710,-0.10760389354418184,Sep 2021,New Jersey,New Jersey,-9288994.0
1065,2021,9,VA,7581149,7961358,-0.047756802294281954,Sep 2021,Virginia,Virginia,-8631393.0
1067,2021,9,WA,7428773,7915352,-0.061472818896746474,Sep 2021,Washington,Washington,-7705281.0
1023,2021,9,AZ,10114743,10863150,-0.06889410530094862,Sep 2021,Arizona,Arizona,-7151502.0
1038,2021,9,MA,1490237,1305281,0.14169822436701368,Sep 2021,Massachusetts,Massachusetts,-7029917.0
1061,2021,9,TN,6794561,7393588,-0.08101979715396639,Sep 2021,Tennessee,Tennessee,-6910840.0
1034,2021,9,IN,7616706,8062016,-0.055235563908580684,Sep 2021,Indiana,Indiana,-6785528.0
1039,2021,9,MD,3379474,3252427,0.03906221415576737,Sep 2021,Maryland,Maryland,-6177224.0
1043,2021,9,MO,7120865,6364424,0.11885458919770273,Sep 2021,Missouri,Missouri,-6154913.0
1068,2021,9,WI,5210950,5020206,0.037995253581227545,Sep 2021,Wisconsin,Wisconsin,-5893718.0
1025,2021,9,CO,4661088,4681862,-0.004437123520513847,Sep 2021,Colorado,Colorado,-5773714.0
1042,2021,9,MN,4694936,4861873,-0.03433594419270104,Sep 2021,Minnesota,Minnesota,-5706494.0
1059,2021,9,SC,8294102,8282349,0.0014190418684361164,Sep 2021,South Carolina,South Carolina,-5118425.0
1021,2021,9,AL,12261480,12573070,-0.024782332397735796,Sep 2021,Alabama,Alabama,-5024279.0
1037,2021,9,LA,7396410,9525616,-0.22352423192368873,Sep 2021,Louisiana,Louisiana,-4657757.0
1036,2021,9,KY,5663410,6880290,-0.1768646379731087,Sep 2021,Kentucky,Kentucky,-4505836.0
1056,2021,9,OR,4404129,5073713,-0.13197120136673082,Sep 2021,Oregon,Oregon,-4237256.0
1055,2021,9,OK,7214398,8142785,-0.11401344871564213,Sep 2021,Oklahoma,Oklahoma,-3959353.0
1026,2021,9,CT,3721467,3328585,0.11803273763476071,Sep 2021,Connecticut,Connecticut,-3605944.0
1064,2021,9,UT,4024379,3254738,0.23646788159292698,Sep 2021,Utah,Utah,-3271616.0
1031,2021,9,IA,5731389,5120283,0.11935004373781684,Sep 2021,Iowa,Iowa,-3190369.0
1052,2021,9,NV,3934882,3703737,0.062408588946785366,Sep 2021,Nevada,Nevada,-3104614.0
1022,2021,9,AR,5719866,6093116,-0.06125765536057413,Sep 2021,Arkansas,Arkansas,-3011524.0
1044,2021,9,MS,5310902,6462999,-0.1782604329661818,Sep 2021,Mississippi,Mississippi,-2961279.0
1035,2021,9,KS,4807661,4672149,0.02900421198039703,Sep 2021,Kansas,Kansas,-2937880.0
1051,2021,9,NM,3091960,3221077,-0.04008503987951856,Sep 2021,New Mexico,New Mexico,-2117522.0
1048,2021,9,NE,3274962,3246488,0.008770708531804214,Sep 2021,Nebraska,Nebraska,-1961504.0
1032,2021,9,ID,1197757,1579343,-0.24161059377222047,Sep 2021,Idaho,Idaho,-1839106.0
1069,2021,9,WV,4806370,5197523,-0.07525757942773895,Sep 2021,West Virginia,West Virginia,-1793716.0
1030,2021,9,HI,789253,878334,-0.10142041637919061,Sep 2021,Hawaii,Hawaii,-1455271.0
1049,2021,9,NH,1667024,1381939,0.20629347605067952,Sep 2021,New Hampshire,New Hampshire,-1377529.0
1040,2021,9,ME,879340,618960,0.42067338761793976,Sep 2021,Maine,Maine,-1362359.0
1058,2021,9,RI,774909,655506,0.182153939094379,Sep 2021,Rhode Island,Rhode Island,-1097379.0
1045,2021,9,MT,1903267,2499023,-0.23839556498679684,Sep 2021,Montana,Montana,-1084225.0
1027,2021,9,DE,297262,442475,-0.32818351319283573,Sep 2021,Delaware,Delaware,-989948.0
1060,2021,9,SD,1306484,977036,0.3371912600968644,Sep 2021,South Dakota,South Dakota,-886667.0
1047,2021,9,ND,3578693,3248496,0.10164611561781206,Sep 2021,North Dakota,North Dakota,-779094.0
1020,2021,9,AK,460154,429399,0.07162336195473208,Sep 2021,Alaska,Alaska,-733391.0
1066,2021,9,VT,160277,113999,0.4059509293941175,Sep 2021,Vermont,Vermont,-643077.0
1070,2021,9,WY,3866123,3698747,0.04525208131294192,Sep 2021,Wyoming,Wyoming,-576851.0
