Alabama,Arizona,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Illinois,Indiana,Kentucky,Louisiana,Maryland,Massachusetts,Michigan,Minnesota,Missouri,Nebraska,Nevada,New Jersey,New Mexico,New York,North Carolina,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,Tennessee,Texas,Utah,Virginia,Washington,Wisconsin,month_year
111.38684210526316,100.34565789473683,100.08164473684211,97.70736842105264,105.39956140350877,88.40263157894738,92.97312500000001,92.41842105263159,95.59280701754386,102.17513157894737,92.34052631578948,91.1438596491228,85.1671052631579,95.48383458646616,101.16026315789475,83.9441052631579,92.10578947368421,93.0541052631579,93.15052631578948,97.64907894736842,97.77326315789473,84.20552631578947,102.03934984520124,95.81616541353382,92.2087081339713,97.64394736842105,100.48535087719297,92.50657894736842,107.48868421052632,94.3825,104.3401052631579,97.33754385964913,92.94118421052632,93.45877192982456,139.55736842105264,Jan 2020
113.78862068965518,100.91301724137931,102.55975862068966,97.3501724137931,108.42201149425287,95.83620689655173,96.12521551724137,94.16137931034483,91.99206896551723,105.0801724137931,96.67396551724138,94.42999999999999,100.375,96.07610837438425,102.4225,81.84896551724138,92.91770114942528,99.82137931034484,100.30379310344827,98.00043103448276,99.44951724137931,85.0206896551724,103.37910750507099,96.85334975369459,93.37708463949842,102.09241379310345,103.88109195402299,92.66755172413792,110.40120689655173,98.99077586206897,106.53018390804598,95.12402298850576,94.5165948275862,92.95114942528735,145.4171551724138,Feb 2020
88.30741935483871,73.20346774193548,60.72003225806451,65.56778225806451,69.1344623655914,67.97967741935483,66.90282258064516,68.55059139784946,53.86569892473118,66.7816129032258,68.48274193548387,67.80096774193548,58.95177419354839,66.85216589861751,60.577540322580646,51.097580645161294,59.476451612903226,74.81470967741934,78.3341935483871,65.14209677419355,60.00548387096774,63.02967741935483,63.26294117647059,69.80691244239631,70.76985337243403,83.70370967741935,61.656666666666666,57.18945161290323,67.94564516129033,77.67548387096774,76.70617204301075,59.26537634408602,62.75520161290323,53.02304659498208,79.67209677419355,Mar 2020
61.868,42.95925,28.1855,34.635999999999996,33.56605555555556,28.557333333333336,33.556625000000004,43.63188888888889,14.089111111111112,33.594,46.00783333333334,39.84488888888889,17.39333333333333,32.757714285714286,26.941916666666668,23.8825,28.703555555555557,49.78093333333334,57.05,35.555166666666665,28.282933333333332,32.549,28.91749019607843,43.13614285714286,46.49239393939394,62.95883333333333,22.62761111111111,28.570666666666668,25.671833333333332,48.02916666666667,43.090066666666665,29.271555555555555,33.582708333333336,25.07640740740741,34.260416666666664,Apr 2020
83.73068965517241,51.458064516129035,35.07062727910238,46.73596774193548,44.689301075268816,34.2641935483871,45.532894061583576,51.29044086021505,19.61462365591398,42.931774193548385,52.65467741935484,47.251612903225805,22.800483870967742,41.37651612903226,36.17602150537635,32.81608602150538,32.255591397849464,56.75840860215054,68.26862068965517,45.40096774193549,39.21874193548387,40.38532258064516,36.7089247311828,51.01851382488479,55.82039882697947,86.445,26.96475806451613,34.7339400921659,35.49306451612903,59.7625,56.69954121863799,39.27274193548387,41.044919354838704,30.327491039426523,40.68983870967742,May 2020
101.91499999999999,58.90083333333334,46.157025,61.263958333333335,67.92961111111111,55.73066666666667,57.18397916666667,62.482499999999995,27.215777777777777,60.3365,64.117,64.2808888888889,29.983999999999998,57.09161904761905,53.32966666666666,48.281733333333335,44.556444444444445,67.33733333333333,84.134,60.42208333333333,57.19116666666666,54.00233333333333,52.62362745098039,62.10904761904762,71.21351515151515,100.28766666666667,38.19072222222222,47.86156666666667,54.52583333333334,72.56016666666666,67.29142222222222,50.23177777777778,55.58295833333333,41.776555555555554,50.671749999999996,Jun 2020
100.72967741935483,54.27120967741936,47.535403225806455,64.86439516129032,78.79521505376344,63.273870967741935,56.833588709677414,64.18360215053764,25.501612903225805,65.19193548387096,68.145,67.29118279569893,32.20338709677419,61.94036866359447,63.02834677419355,49.177129032258065,51.738172043010756,69.34316129032258,80.52967741935484,62.71387096774193,70.71303225806452,54.47467741935483,62.52404174573055,65.02281105990784,71.0725513196481,99.02967741935484,42.59145161290323,53.72993548387097,63.64951612903226,73.35016129032257,63.48124731182796,53.09784946236559,58.638225806451615,43.48025089605735,52.91274193548387,Jul 2020
100.84387096774194,59.965403225806455,47.57691935483871,69.56798387096775,84.4847311827957,64.23806451612903,58.59028225806451,64.98865591397849,23.136129032258065,62.92306451612903,64.87725806451613,72.71451612903226,34.752741935483876,58.882488479262676,63.779314516129034,49.61358064516129,48.11741935483871,70.71354838709676,81.74032258064516,65.88201612903225,70.71783870967742,55.98032258064516,71.66544592030361,69.28336405529954,71.92299120234604,100.48290322580644,46.53763440860215,59.22958064516129,62.79451612903226,71.88967741935484,67.1116559139785,65.9779569892473,59.8525,45.38706093189964,64.36048387096774,Aug 2020
104.45700000000001,68.30333333333333,49.105758333333334,68.24729166666667,89.70194444444445,65.25166666666667,59.78727083333333,63.65133333333333,24.340444444444447,61.967999999999996,65.02316666666667,71.56,37.592999999999996,59.199333333333335,69.64641666666667,50.8077,49.508,71.92753333333333,84.985,69.43591666666666,71.73649999999999,59.6115,74.54354901960784,70.44523809523808,72.56536363636363,98.63233333333334,46.63438888888889,61.6078,68.7685,73.86408333333334,68.96451111111111,72.55855555555556,63.512625,46.44662962962963,76.46941666666666,Sep 2020
101.44032258064516,71.20217741935484,49.12483870967741,64.31133064516129,77.30333333333333,66.34290322580645,60.15792338709677,62.626827956989246,28.85010752688172,56.829435483870974,61.862741935483875,69.35924731182796,41.693387096774195,59.795806451612904,64.4533870967742,44.27816129032258,46.32301075268817,69.09309677419354,74.0983870967742,68.18475806451613,67.47370967741935,53.19919354838709,70.2733586337761,70.2241474654378,69.04445747800587,89.15306451612904,51.513333333333335,60.058,64.03919354838709,70.7841129032258,67.28249462365592,62.907311827956995,62.52185483870968,45.37046594982079,72.98233870967742,Oct 2020
84.46166666666666,66.86058333333334,43.31885,53.492666666666665,65.83666666666666,62.845666666666666,56.22964583333333,57.56011111111111,29.604,44.55941666666667,51.117666666666665,59.85355555555555,37.93066666666667,54.42319047619048,52.753125,36.460233333333335,38.57088888888889,63.221,63.327,59.11,60.107600000000005,40.756,58.9814705882353,62.34204761904762,59.8049393939394,74.7985,42.31027777777778,51.5709,56.33566666666666,59.878166666666665,59.38355555555555,48.32966666666667,54.38458333333333,38.770999999999994,57.092999999999996,Nov 2020
69.75161290322582,65.17104838709677,37.71697580645161,46.290362903225805,59.05548387096774,56.601612903225806,58.01745967741935,53.86612903225806,28.869032258064518,41.134516129032264,44.94467741935484,55.24505376344086,32.869516129032256,49.21686635944701,45.709395161290324,31.438032258064514,34.056666666666665,58.99754838709677,56.652580645161294,54.869677419354836,57.29048387096775,38.803870967741936,50.85833017077798,55.43741935483871,53.47346041055719,66.67403225806451,37.99123655913978,43.941903225806456,46.99693548387096,54.173951612903224,55.91548387096774,45.20344086021505,48.04290322580645,35.89075268817204,45.10338709677419,Dec 2020
66.49903225806453,70.15403225806452,38.26363709677419,49.590403225806455,55.58123655913979,53.349999999999994,61.322963709677424,50.53774193548387,32.77655913978495,41.76024193548387,45.571290322580644,55.21225806451613,32.83467741935484,47.41548387096775,46.751935483870966,34.28212903225807,35.84516129032258,57.2341935483871,61.149677419354845,58.29395161290322,58.247,42.153225806451616,51.95045540796964,55.70294930875576,52.5357771260997,67.41225806451614,41.95779569892473,45.87303225806452,52.54177419354839,53.04379032258065,56.63066666666667,55.60655913978494,48.002500000000005,37.763297491039424,56.442338709677415,Jan 2021
69.4975,78.50892857142857,42.99655357142857,53.38352678571429,57.503452380952375,56.43892857142857,66.05801339285715,50.493095238095236,36.49178571428571,46.85482142857143,45.794464285714284,54.994880952380946,37.57125,47.96066326530612,51.70433035714286,36.31885714285714,36.06345238095238,59.21442857142857,63.04571428571428,63.20339285714285,59.23892857142857,44.45982142857143,60.47949579831933,58.020255102040814,54.712467532467535,65.68071428571429,47.645714285714284,51.600964285714284,56.01678571428572,53.386160714285715,54.971642857142854,57.81678571428572,49.801249999999996,42.82448412698413,81.44223214285715,Feb 2021
78.32266666666666,85.68608333333333,48.605533333333334,59.28329166666666,65.60216666666666,64.31033333333333,74.40058333333333,57.46677777777778,45.68966666666667,58.2295,53.559999999999995,62.11244444444444,50.22683333333334,57.70357142857143,60.532875,40.0531,43.78644444444444,66.4708,69.83,70.83566666666667,69.982,53.56033333333333,69.10949019607844,64.729,62.20015151515152,83.30166666666668,50.742444444444445,57.95516666666666,67.83766666666666,66.02858333333333,66.19802222222222,62.9,57.06758333333333,47.87903703703704,81.14716666666666,Mar 2021
80.716,92.87308333333334,56.18555833333333,64.22729166666666,73.33516666666667,70.33666666666666,75.24454166666666,62.262166666666666,52.82866666666666,65.95725,57.126999999999995,67.3681111111111,53.09766666666667,66.4594761904762,70.89108333333334,40.51883333333333,47.071000000000005,69.58193333333334,73.23233333333333,77.24333333333334,80.22013333333332,61.332,76.52533333333332,69.26176190476191,65.19218181818182,85.16383333333333,60.488277777777775,63.76969999999999,72.91416666666667,69.99158333333334,68.16931111111111,66.75911111111111,63.29591666666667,53.37892592592593,84.38166666666666,Apr 2021
84.31193548387097,90.97225806451613,58.81401612903226,72.19548387096773,81.53381720430107,74.44709677419355,75.43925403225806,69.45682795698926,64.65784946236559,82.80959677419354,60.8841935483871,71.02043010752688,60.38322580645162,73.68972350230415,80.33576612903227,42.86745161290323,51.377419354838715,72.90793548387097,79.55000000000001,79.60282258064517,92.72267741935484,68.36016129032258,82.97772296015181,73.58354838709678,67.12316715542522,90.20677419354838,62.499731182795706,65.21293548387096,80.30870967741936,77.50951612903226,72.00918279569893,72.42043010752688,69.37318548387097,56.958458781362005,74.67306451612903,May 2021
97.52399999999999,90.455,69.07451666666665,86.08883333333333,97.65644444444443,85.02033333333334,77.08324999999999,74.22966666666666,81.24688888888889,107.21074999999999,66.112,81.45744444444445,60.358,85.52066666666666,100.40166666666667,50.2051,61.03722222222222,86.95666666666666,94.41000000000001,93.77266666666667,115.58996666666667,74.39266666666667,96.28966666666666,79.66490476190476,77.21460606060606,100.2495,71.20700000000001,74.75113333333334,96.52666666666667,85.32825,80.35764444444445,83.2698888888889,80.53870833333333,66.022,82.6725,Jun 2021
95.58,92.75032258064518,74.82814516129032,90.82814516129032,105.98736559139785,91.53483870967742,77.61584677419354,77.06198924731183,80.39537634408602,123.82661290322581,67.12741935483871,80.45279569892473,62.90790322580645,91.73612903225806,109.20024193548387,51.538548387096775,61.91494623655914,87.53393548387098,87.15032258064515,99.79862903225806,125.64825806451613,73.59516129032258,104.05392789373813,82.78654377880184,77.92196480938416,98.05532258064517,78.65956989247312,79.63870967741936,97.24145161290323,90.08588709677419,81.57995698924732,83.44580645161291,87.66826612903226,73.63974910394265,85.24330645161291,Jul 2021
86.80290322580645,119.02274193548386,82.04989516129032,98.85870967741936,110.52112903225807,92.48516129032258,79.18080645161291,79.72591397849462,86.29505376344086,123.9225,72.52387096774194,88.8005376344086,55.48338709677419,94.3605529953917,115.52181451612903,70.32203225806452,67.51612903225806,90.55677419354839,92.71645161290323,97.91967741935484,125.91154838709677,84.78274193548387,116.76239089184061,97.86511520737328,87.42507331378299,97.8833870967742,75.62376344086022,94.55735483870967,99.03241935483871,86.33467741935483,85.94120430107527,106.07677419354839,90.09568548387097,73.02,110.95895161290322,Aug 2021
90.18433333333334,134.56983333333335,96.96505,100.02754166666666,120.58255555555554,99.718,77.60427083333335,82.60444444444444,72.49966666666666,125.80749999999999,71.07016666666667,88.91711111111111,30.6545,100.50685714285714,139.2995,108.7788,95.89477777777778,94.4512,90.093,100.88083333333334,135.77523333333335,75.26966666666667,135.85407843137256,96.3922857142857,91.01163636363637,94.877,91.48655555555555,106.67956666666667,134.56666666666666,87.96316666666667,89.94517777777779,117.99922222222222,94.97262500000001,85.22762962962962,269.103,Sep 2021
94.3967741935484,138.525564516129,100.36832258064517,92.91153225806453,120.06268817204302,101.67064516129032,80.38657258064515,87.48483870967742,70.9036559139785,121.56814516129033,73.42645161290322,89.25064516129032,66.5408064516129,101.95221198156682,141.52072580645162,88.17054838709677,86.48849462365591,93.00703225806451,93.61677419354838,91.71975806451613,131.52054838709677,56.95129032258065,126.055275142315,99.01400921658986,91.26624633431085,95.28725806451614,102.14043010752688,101.57677419354839,131.77774193548387,92.01604838709677,95.93604301075268,104.9452688172043,97.1079435483871,92.6673835125448,238.23629032258063,Oct 2021
92.41333333333334,132.84216666666666,94.71910833333332,83.8635,116.79572222222221,99.08833333333334,84.93308333333333,85.42166666666667,71.04877777777777,109.40566666666668,71.66366666666666,87.12266666666666,64.61633333333333,95.661,120.17670833333334,79.96759999999999,77.38188888888888,92.60113333333334,84.80933333333334,90.321,127.34763333333333,58.205333333333336,115.28482352941177,93.80714285714286,86.27681818181819,96.32433333333333,89.52161111111111,91.34453333333335,120.071,88.11183333333334,91.98046666666667,100.11777777777777,88.87975,84.36488888888888,206.00275000000002,Nov 2021
